time,stat,ssboe,into,inth,intl,intc,intvwap,intv,intoi,v,oi
2023-09-06 10:05:00,Ok,1693974900,19563.15,19574.95,19562.15,19570.9,0.00,0,0,0,0
2023-09-06 10:10:00,Ok,1693975200,19571.05,19573.45,19564.75,19573.25,0.00,0,0,0,0
2023-09-06 10:15:00,Ok,1693975500,19572.7,19577.45,19567.0,19574.15,0.00,0,0,0,0
2023-09-06 10:20:00,Ok,1693975800,19575.2,19580.25,19572.4,19574.95,0.00,0,0,0,0
2023-09-06 10:25:00,Ok,1693976100,19576.45,19579.7,19569.75,19576.6,0.00,0,0,0,0
2023-09-06 10:30:00,Ok,1693976400,19575.95,19583.35,19571.5,19581.15,0.00,0,0,0,0
2023-09-06 10:35:00,Ok,1693976700,19581.65,19587.1,19578.45,19581.9,0.00,0,0,0,0
2023-09-06 10:40:00,Ok,1693977000,19583.3,19588.75,19577.95,19580.55,0.00,0,0,0,0
2023-09-06 10:45:00,Ok,1693977300,19580.95,19589.15,19578.25,19580.5,0.00,0,0,0,0
2023-09-06 10:50:00,Ok,1693977600,19579.9,19582.85,19573.5,19577.95,0.00,0,0,0,0
2023-09-06 10:55:00,Ok,1693977900,19579.15,19579.25,19564.4,19564.4,0.00,0,0,0,0
2023-09-06 11:00:00,Ok,1693978200,19564.6,19570.6,19560.2,19566.85,0.00,0,0,0,0
2023-09-06 11:05:00,Ok,1693978500,19566.35,19575.45,19566.35,19572.5,0.00,0,0,0,0
2023-09-06 11:10:00,Ok,1693978800,19573.35,19574.65,19565.8,19570.9,0.00,0,0,0,0
2023-09-06 11:15:00,Ok,1693979100,19571.2,19573.35,19564.7,19565.25,0.00,0,0,0,0
2023-09-06 11:20:00,Ok,1693979400,19565.55,19566.95,19559.9,19561.85,0.00,0,0,0,0
2023-09-06 11:25:00,Ok,1693979700,19560.9,19569.7,19557.85,19566.9,0.00,0,0,0,0
2023-09-06 11:30:00,Ok,1693980000,19566.7,19571.65,19559.9,19562.9,0.00,0,0,0,0
2023-09-06 11:35:00,Ok,1693980300,19561.75,19563.45,19551.55,19557.55,0.00,0,0,0,0
2023-09-06 11:40:00,Ok,1693980600,19557.1,19557.65,19543.75,19544.7,0.00,0,0,0,0
2023-09-06 11:45:00,Ok,1693980900,19544.8,19546.7,19534.4,19541.15,0.00,0,0,0,0
2023-09-06 11:50:00,Ok,1693981200,19541.75,19546.35,19539.05,19542.25,0.00,0,0,0,0
2023-09-06 11:55:00,Ok,1693981500,19542.75,19547.0,19538.5,19544.05,0.00,0,0,0,0
2023-09-06 12:00:00,Ok,1693981800,19543.9,19548.5,19538.25,19538.45,0.00,0,0,0,0
2023-09-06 12:05:00,Ok,1693982100,19538.55,19543.4,19536.6,19543.35,0.00,0,0,0,0
2023-09-06 12:10:00,Ok,1693982400,19543.3,19554.1,19542.8,19552.05,0.00,0,0,0,0
2023-09-06 12:15:00,Ok,1693982700,19552.65,19556.15,19549.55,19551.75,0.00,0,0,0,0
2023-09-06 12:20:00,Ok,1693983000,19551.8,19553.85,19540.15,19540.15,0.00,0,0,0,0
2023-09-06 12:25:00,Ok,1693983300,19540.5,19546.15,19538.2,19545.45,0.00,0,0,0,0
2023-09-06 12:30:00,Ok,1693983600,19544.35,19547.45,19539.5,19540.8,0.00,0,0,0,0
2023-09-06 12:35:00,Ok,1693983900,19540.85,19543.8,19530.5,19530.5,0.00,0,0,0,0
2023-09-06 12:40:00,Ok,1693984200,19530.95,19531.55,19509.25,19511.6,0.00,0,0,0,0
2023-09-06 12:45:00,Ok,1693984500,19511.5,19514.95,19502.35,19507.25,0.00,0,0,0,0
2023-09-06 12:50:00,Ok,1693984800,19507.5,19510.6,19503.4,19507.55,0.00,0,0,0,0
2023-09-06 12:55:00,Ok,1693985100,19507.4,19509.55,19500.3,19506.65,0.00,0,0,0,0
2023-09-06 13:00:00,Ok,1693985400,19506.75,19513.65,19505.95,19508.9,0.00,0,0,0,0
2023-09-06 13:05:00,Ok,1693985700,19508.25,19517.95,19507.1,19507.4,0.00,0,0,0,0
2023-09-06 13:10:00,Ok,1693986000,19507.3,19516.6,19507.2,19509.75,0.00,0,0,0,0
2023-09-06 13:15:00,Ok,1693986300,19510.55,19515.3,19509.95,19513.95,0.00,0,0,0,0
2023-09-06 13:20:00,Ok,1693986600,19513.85,19518.8,19496.85,19497.45,0.00,0,0,0,0
2023-09-06 13:25:00,Ok,1693986900,19497.75,19503.25,19494.25,19500.85,0.00,0,0,0,0
2023-09-06 13:30:00,Ok,1693987200,19501.55,19510.2,19495.3,19496.7,0.00,0,0,0,0
2023-09-06 13:35:00,Ok,1693987500,19496.1,19503.1,19491.8,19500.6,0.00,0,0,0,0
2023-09-06 13:40:00,Ok,1693987800,19500.75,19516.4,19500.2,19511.35,0.00,0,0,0,0
2023-09-06 13:45:00,Ok,1693988100,19511.6,19517.65,19504.8,19514.3,0.00,0,0,0,0
2023-09-06 13:50:00,Ok,1693988400,19514.8,19518.15,19507.05,19511.9,0.00,0,0,0,0
2023-09-06 13:55:00,Ok,1693988700,19513.1,19515.65,19499.95,19501.05,0.00,0,0,0,0
2023-09-06 14:00:00,Ok,1693989000,19501.2,19514.45,19501.2,19506.85,0.00,0,0,0,0
2023-09-06 14:05:00,Ok,1693989300,19507.15,19512.65,19502.95,19510.45,0.00,0,0,0,0
2023-09-06 14:10:00,Ok,1693989600,19510.1,19511.95,19503.85,19506.0,0.00,0,0,0,0
2023-09-06 14:15:00,Ok,1693989900,19505.85,19524.35,19504.85,19522.1,0.00,0,0,0,0
2023-09-06 14:20:00,Ok,1693990200,19522.7,19524.05,19518.3,19520.55,0.00,0,0,0,0
2023-09-06 14:25:00,Ok,1693990500,19520.3,19534.1,19520.3,19525.6,0.00,0,0,0,0
2023-09-06 14:30:00,Ok,1693990800,19526.45,19544.15,19525.25,19540.0,0.00,0,0,0,0
